IRTT,TTOC,MITR,MATR,NROC,ARP poisoning indicator,"Label: 1(Normal), 1000 (MITM attacking controller), 2000 (MITM attacking router), 500 (MITM  two-way attack)"
0.004345,0.24373,0.010792,0.048848,13,0,1
0.00571452380952381,0.16495190476190474,0.009400571428571428,0.016040380952380952,13,0,1
0.004436727272727273,0.16142831818181816,0.009642863636363635,0.014439454545454544,13,0,1
0.0053000869565217375,0.16684856521739128,0.009291478260869563,0.021015173913043476,13,0,1
0.004360304347826085,0.15535734782608693,0.009209173913043477,0.015889999999999998,13,0,1
0.004624434782608694,0.1861852608695652,0.00942886956521739,0.03256386956521739,13,0,1
0.005340304347826086,0.16395986956521738,0.00938291304347826,0.020141173913043476,13,0,1
0.00995682608695652,0.15711330434782608,0.009424652173913042,0.015351173913043475,13,0,1
0.0049584782608695635,0.16400047826086955,0.009384347826086955,0.02101595652173913,13,0,1
0.008613434782608695,0.27275065217391303,0.009214521739130432,0.044548695652173904,13,0,1
0.00645404347826087,0.17372821739130434,0.00952873913043478,0.021053434782608692,13,0,1
0.0046398260869565215,0.22517630434782607,0.010051391304347825,0.04641665217391304,13,0,1
0.005531391304347826,0.18534421739130433,0.00933465217391304,0.037697652173913035,13,0,1
0.005907304347826086,0.21589204347826085,0.009129608695652172,0.03838247826086956,13,0,1
0.004196304347826087,0.15652717391304347,0.009397043478260867,0.016005739130434782,13,0,1
0.005214130434782608,0.1808903913043478,0.009444391304347825,0.034728826086956516,13,0,1
0.005002608695652173,0.1618003913043478,0.009106347826086957,0.020159999999999997,13,0,1
0.004462347826086956,0.15259230434782606,0.009295391304347825,0.015264434782608693,13,0,1
0.0042214782608695645,0.1590601739130435,0.009397608695652173,0.013958434782608694,13,0,1
0.0053118260869565205,0.1618116956521739,0.00954108695652174,0.018465652173913043,13,0,1
0.0054710434782608685,0.2633938695652173,0.009490043478260868,0.044761739130434776,13,0,1
0.004093391304347826,0.15943273913043476,0.009394652173913042,0.015292956521739128,13,0,1
0.009347608695652172,0.22859921739130432,0.009333086956521738,0.04773499999999999,13,0,1
0.014545391304347823,0.1912446956521739,0.009375999999999999,0.019934173913043474,13,0,1
0.008007869565217391,0.19659204347826084,0.010499217391304346,0.026454217391304345,13,0,1
0.007469347826086956,0.1769571304347826,0.00945191304347826,0.019377391304347825,13,0,1
0.011827391304347826,0.16937004347826087,0.009214173913043477,0.016336217391304347,13,0,1
0.005231391304347826,0.1914542173913043,0.009460739130434782,0.034691956521739134,13,0,1
0.005834695652173912,0.18023839130434782,0.009298521739130433,0.02297943478260869,13,0,1
0.01042991304347826,0.2912848260869565,0.011048695652173911,0.045523434782608695,13,0,1
0.0052106956521739125,0.1850862608695652,0.00943869565217391,0.031595826086956526,13,0,1
0.0069175652173913025,0.17474421739130433,0.009275782608695651,0.019498478260869558,13,0,1
0.007313304347826085,0.17566165217391305,0.009470260869565216,0.016927478260869565,13,0,1
0.0045313478260869565,0.21555747826086954,0.009496565217391305,0.04513934782608695,13,0,1
0.005532130434782608,0.18108417391304346,0.009364913043478258,0.034065130434782605,13,0,1
0.0054492173913043476,0.1983444782608695,0.009326478260869563,0.031187608695652173,13,0,1
0.006884130434782608,0.1970537826086956,0.009560043478260869,0.029201173913043478,13,0,1
0.005528695652173913,0.20266017391304345,0.009410434782608695,0.03441817391304348,13,0,1
0.004378086956521739,0.15929608695652173,0.009329739130434783,0.01515665217391304,13,0,1
0.008496999999999998,0.16832243478260867,0.009347260869565218,0.0169665652173913,13,0,1
0.00982365217391304,0.18070930434782606,0.00935291304347826,0.027523043478260872,13,0,1
0.005641652173913043,0.16912269565217386,0.009607,0.021360347826086954,13,0,1
0.004928739130434782,0.1592539565217391,0.009356304347826088,0.014085086956521737,13,0,1
0.009438434782608696,0.23439391304347823,0.009499304347826084,0.04515826086956521,13,0,1
0.004616565217391304,0.16038095652173914,0.009263391304347826,0.01478321739130435,13,0,1
0.004378869565217391,0.15995565217391303,0.009541652173913041,0.013827347826086956,13,0,1
0.006973999999999999,0.1666995652173913,0.009314086956521738,0.018187999999999996,13,0,1
